Entity,Code,Year,pastoralism
Libya,LBY,-2000,Common
Libya,LBY,-1000,Minimal
Libya,LBY,0,Minimal
Libya,LBY,1000,Minimal
Libya,LBY,1500,Minimal
Libya,LBY,1750,Minimal
Libya,LBY,1850,Minimal
Liechtenstein,LIE,-8000,None
Liechtenstein,LIE,-6000,Minimal
Liechtenstein,LIE,-4000,Common
Liechtenstein,LIE,-2000,Widespread
Liechtenstein,LIE,-1000,Widespread
Liechtenstein,LIE,0,Widespread
Liechtenstein,LIE,1000,Widespread
Liechtenstein,LIE,1500,Widespread
Liechtenstein,LIE,1750,Widespread
Liechtenstein,LIE,1850,Widespread
Lithuania,LTU,-8000,None
Lithuania,LTU,-6000,None
Lithuania,LTU,-4000,None
Lithuania,LTU,-2000,Minimal
Lithuania,LTU,-1000,Common
Lithuania,LTU,0,Common
Lithuania,LTU,1000,Widespread
Lithuania,LTU,1500,Widespread
Lithuania,LTU,1750,Widespread
Lithuania,LTU,1850,Widespread
Luxembourg,LUX,-8000,None
Luxembourg,LUX,-6000,Minimal
Luxembourg,LUX,-4000,Common
Luxembourg,LUX,-2000,Widespread
Luxembourg,LUX,-1000,Widespread
Luxembourg,LUX,0,Widespread
Luxembourg,LUX,1000,Widespread
Luxembourg,LUX,1500,Widespread
Luxembourg,LUX,1750,Widespread
Luxembourg,LUX,1850,Widespread
Madagascar,MDG,-8000,None
Madagascar,MDG,-6000,None
Madagascar,MDG,-4000,None
Madagascar,MDG,-2000,None
Madagascar,MDG,-1000,None
Madagascar,MDG,0,None
Madagascar,MDG,1000,Minimal
Madagascar,MDG,1500,Common
Madagascar,MDG,1750,Widespread
Madagascar,MDG,1850,Widespread
Malawi,MWI,-8000,None
Malawi,MWI,-6000,None
Malawi,MWI,-4000,None
Malawi,MWI,-2000,None
Malawi,MWI,-1000,None
Malawi,MWI,0,Minimal
Malawi,MWI,1000,Common
Malawi,MWI,1500,Common
Malawi,MWI,1750,Common
Malawi,MWI,1850,Common
Malaysia,MYS,-8000,None
Malaysia,MYS,-6000,None
Malaysia,MYS,-4000,None
Malaysia,MYS,-2000,None
Malaysia,MYS,-1000,None
Malaysia,MYS,0,None
Malaysia,MYS,1000,None
Malaysia,MYS,1500,None
Malaysia,MYS,1750,None
Malaysia,MYS,1850,None
Mali,MLI,-8000,None
Mali,MLI,-6000,Minimal
Mali,MLI,-4000,Common
Mali,MLI,-2000,Widespread
Mali,MLI,-1000,Widespread
Mali,MLI,0,Widespread
Mali,MLI,1000,Widespread
Mali,MLI,1500,Widespread
Mali,MLI,1750,Widespread
Mali,MLI,1850,Widespread
Mauritania,MRT,-8000,None
Mauritania,MRT,-6000,None
Mauritania,MRT,-4000,None
Mauritania,MRT,-2000,Widespread
Mauritania,MRT,-1000,Widespread
Mauritania,MRT,0,Widespread
Mauritania,MRT,1000,Widespread
Mauritania,MRT,1500,Widespread
Mauritania,MRT,1750,Widespread
Mauritania,MRT,1850,Widespread
Melanesia,OWID_MNS,-8000,None
Melanesia,OWID_MNS,-6000,None
Melanesia,OWID_MNS,-4000,None
Melanesia,OWID_MNS,-2000,None
Melanesia,OWID_MNS,-1000,None
Melanesia,OWID_MNS,0,None
Melanesia,OWID_MNS,1000,None
Melanesia,OWID_MNS,1500,None
Melanesia,OWID_MNS,1750,None
Melanesia,OWID_MNS,1850,Minimal
Mexico,MEX,-8000,None
Mexico,MEX,-6000,None
Mexico,MEX,-4000,None
Mexico,MEX,-2000,None
Mexico,MEX,-1000,None
Mexico,MEX,0,None
Mexico,MEX,1000,None
Mexico,MEX,1500,None
Mexico,MEX,1750,Common
Mexico,MEX,1850,Widespread
Micronesia,,-8000,None
Micronesia,,-6000,None
Micronesia,,-4000,None
Micronesia,,-2000,None
Micronesia,,-1000,None
Micronesia,,0,None
Micronesia,,1000,None
Micronesia,,1500,None
Micronesia,,1750,None
Micronesia,,1850,None
Moldova,MDA,-8000,None
Moldova,MDA,-6000,Common
Moldova,MDA,-4000,Widespread
Moldova,MDA,-2000,Widespread
Moldova,MDA,-1000,Widespread
Moldova,MDA,0,Widespread
Moldova,MDA,1000,Common
Moldova,MDA,1500,Widespread
Moldova,MDA,1750,Widespread
Moldova,MDA,1850,Widespread
Mongolia,MNG,-8000,None
Mongolia,MNG,-6000,None
Mongolia,MNG,-4000,Minimal
Mongolia,MNG,-2000,Common
Mongolia,MNG,-1000,Widespread
Mongolia,MNG,0,Widespread
Mongolia,MNG,1000,Widespread
Mongolia,MNG,1500,Widespread
Mongolia,MNG,1750,Widespread
Mongolia,MNG,1850,Widespread
Montenegro,MNE,-8000,None
Montenegro,MNE,-6000,Common
Montenegro,MNE,-4000,Widespread
Montenegro,MNE,-2000,Widespread
Montenegro,MNE,-1000,Widespread
Montenegro,MNE,0,Widespread
Montenegro,MNE,1000,Widespread
Montenegro,MNE,1500,Widespread
Montenegro,MNE,1750,Widespread
Montenegro,MNE,1850,Widespread
Morocco,MAR,-8000,None
Morocco,MAR,-6000,None
Morocco,MAR,-4000,Minimal
Morocco,MAR,-2000,Common
Morocco,MAR,-1000,Minimal
Morocco,MAR,0,Common
Morocco,MAR,1000,Common
Morocco,MAR,1500,Common
Morocco,MAR,1750,Minimal
Morocco,MAR,1850,Minimal
Mozambique,MOZ,-8000,None
Mozambique,MOZ,-6000,None
Mozambique,MOZ,-4000,None
Mozambique,MOZ,-2000,None
Mozambique,MOZ,-1000,None
Mozambique,MOZ,0,Minimal
Mozambique,MOZ,1000,Common
Mozambique,MOZ,1500,Common
Mozambique,MOZ,1750,Common
Mozambique,MOZ,1850,Common
Myanmar,MMR,-8000,None
Myanmar,MMR,-6000,None
Myanmar,MMR,-4000,None
Myanmar,MMR,-2000,None
Myanmar,MMR,-1000,None
Myanmar,MMR,0,None
Myanmar,MMR,1000,Minimal
Myanmar,MMR,1500,Minimal
Myanmar,MMR,1750,Minimal
Myanmar,MMR,1850,Minimal
Namibia,NAM,-8000,None
Namibia,NAM,-6000,None
Namibia,NAM,-4000,None
Namibia,NAM,-2000,None
Namibia,NAM,-1000,None
Namibia,NAM,0,Minimal
Namibia,NAM,1000,Common
Namibia,NAM,1500,Common
Namibia,NAM,1750,Common
Namibia,NAM,1850,Common
Nepal,NPL,-8000,None
Nepal,NPL,-6000,None
Nepal,NPL,-4000,None
Nepal,NPL,-2000,Common
Nepal,NPL,-1000,Common
Nepal,NPL,0,Common
Nepal,NPL,1000,Common
Nepal,NPL,1500,Common
Nepal,NPL,1750,Widespread
Nepal,NPL,1850,Widespread
Netherlands,NLD,-8000,None
Netherlands,NLD,-6000,Minimal
Netherlands,NLD,-4000,Common
Netherlands,NLD,-2000,Widespread
Netherlands,NLD,-1000,Widespread
Netherlands,NLD,0,Widespread
Netherlands,NLD,1000,Widespread
Netherlands,NLD,1500,Widespread
Netherlands,NLD,1750,Widespread
Netherlands,NLD,1850,Widespread
New Zealand,NZL,-8000,None
New Zealand,NZL,-6000,None
New Zealand,NZL,-4000,None
New Zealand,NZL,-2000,None
New Zealand,NZL,-1000,None
New Zealand,NZL,0,None
New Zealand,NZL,1000,None
New Zealand,NZL,1500,None
New Zealand,NZL,1750,None
New Zealand,NZL,1850,Minimal
Nicaragua,NIC,-8000,None
Nicaragua,NIC,-6000,None
Nicaragua,NIC,-4000,None
Nicaragua,NIC,-2000,None
Nicaragua,NIC,-1000,None
Nicaragua,NIC,0,None
Nicaragua,NIC,1000,None
Nicaragua,NIC,1500,None
Nicaragua,NIC,1750,Common
Nicaragua,NIC,1850,Common
Niger,NER,-8000,None
Niger,NER,-6000,None
Niger,NER,-4000,Minimal
Niger,NER,-2000,Common
Niger,NER,-1000,Common
Niger,NER,0,Widespread
Niger,NER,1000,Widespread
Niger,NER,1500,Common
Niger,NER,1750,Common
Niger,NER,1850,Common
Nigeria,NGA,-8000,None
Nigeria,NGA,-6000,None
Nigeria,NGA,-4000,None
Nigeria,NGA,-2000,None
Nigeria,NGA,-1000,Common
Nigeria,NGA,0,Common
Nigeria,NGA,1000,Common
Nigeria,NGA,1500,Common
Nigeria,NGA,1750,Common
Nigeria,NGA,1850,Common
North Korea,PRK,-8000,None
North Korea,PRK,-6000,None
North Korea,PRK,-4000,None
North Korea,PRK,-2000,None
North Korea,PRK,-1000,None
North Korea,PRK,0,Minimal
North Korea,PRK,1000,Common
North Korea,PRK,1500,Common
North Korea,PRK,1750,Common
North Korea,PRK,1850,Common
North Macedonia,MKD,-8000,None
North Macedonia,MKD,-6000,Common
North Macedonia,MKD,-4000,Widespread
North Macedonia,MKD,-2000,Widespread
North Macedonia,MKD,-1000,Widespread
North Macedonia,MKD,0,Widespread
North Macedonia,MKD,1000,Widespread
North Macedonia,MKD,1500,Widespread
North Macedonia,MKD,1750,Widespread
North Macedonia,MKD,1850,Widespread
Oman,OMN,-8000,None
Oman,OMN,-6000,None
Oman,OMN,-4000,Common
Oman,OMN,-2000,Common
Oman,OMN,-1000,Common
Oman,OMN,0,Common
Oman,OMN,1000,Common
Oman,OMN,1500,Common
Oman,OMN,1750,Common
Oman,OMN,1850,Common
Pakistan,PAK,-8000,Minimal
Pakistan,PAK,-6000,Common
Pakistan,PAK,-4000,Common
Pakistan,PAK,-2000,Widespread
Pakistan,PAK,-1000,Common
Pakistan,PAK,0,Common
Pakistan,PAK,1000,Minimal
Pakistan,PAK,1500,Minimal
Pakistan,PAK,1750,Minimal
Pakistan,PAK,1850,Minimal
Palestine,PSE,-8000,Minimal
Palestine,PSE,-6000,Common
Palestine,PSE,-4000,Widespread
Palestine,PSE,-2000,Widespread
Palestine,PSE,-1000,Widespread
Palestine,PSE,0,Widespread
Palestine,PSE,1000,Widespread
Palestine,PSE,1500,Widespread
Palestine,PSE,1750,Widespread
Palestine,PSE,1850,Widespread
Panama,PAN,-8000,None
Panama,PAN,-6000,None
Panama,PAN,-4000,None
Panama,PAN,-2000,None
Panama,PAN,-1000,None
Panama,PAN,0,None
Panama,PAN,1000,None
Panama,PAN,1500,None
Panama,PAN,1750,Common
Panama,PAN,1850,Common
Papua New Guinea,PNG,-8000,None
Papua New Guinea,PNG,-6000,None
Papua New Guinea,PNG,-4000,None
Papua New Guinea,PNG,-2000,None
Papua New Guinea,PNG,-1000,None
Papua New Guinea,PNG,0,None
Papua New Guinea,PNG,1000,None
Papua New Guinea,PNG,1500,None
Papua New Guinea,PNG,1750,None
Papua New Guinea,PNG,1850,None
Philippines,PHL,-8000,None
Philippines,PHL,-6000,None
Philippines,PHL,-4000,None
Philippines,PHL,-2000,None
Philippines,PHL,-1000,None
Philippines,PHL,0,None
Philippines,PHL,1000,None
Philippines,PHL,1500,None
Philippines,PHL,1750,None
Philippines,PHL,1850,None
Poland,POL,-8000,None
Poland,POL,-6000,Common
Poland,POL,-4000,Widespread
Poland,POL,-2000,Widespread
Poland,POL,-1000,Widespread
Poland,POL,0,Widespread
Poland,POL,1000,Common
Poland,POL,1500,Widespread
Poland,POL,1750,Widespread
Poland,POL,1850,Widespread
Polynesia,OWID_PYA,-8000,None
Polynesia,OWID_PYA,-6000,None
Polynesia,OWID_PYA,-4000,None
Polynesia,OWID_PYA,-2000,None
Polynesia,OWID_PYA,-1000,None
Polynesia,OWID_PYA,0,None
Polynesia,OWID_PYA,1000,None
Polynesia,OWID_PYA,1500,None
Polynesia,OWID_PYA,1750,None
Polynesia,OWID_PYA,1850,Minimal
Portugal,PRT,-8000,None
Portugal,PRT,-6000,None
Portugal,PRT,-4000,Common
Portugal,PRT,-2000,Widespread
Portugal,PRT,-1000,Widespread
Portugal,PRT,0,Widespread
Portugal,PRT,1000,Widespread
Portugal,PRT,1500,Widespread
Portugal,PRT,1750,Widespread
Portugal,PRT,1850,Widespread
Romania,ROU,-8000,None
Romania,ROU,-6000,Common
Romania,ROU,-4000,Widespread
Romania,ROU,-2000,Widespread
Romania,ROU,-1000,Widespread
Romania,ROU,0,Widespread
Romania,ROU,1000,Common
Romania,ROU,1500,Widespread
Romania,ROU,1750,Widespread
Romania,ROU,1850,Widespread
Russia,RUS,-8000,None
Russia,RUS,-6000,None
Russia,RUS,-4000,None
Russia,RUS,-2000,Minimal
Russia,RUS,-1000,Widespread
Russia,RUS,0,Widespread
Russia,RUS,1000,Widespread
Russia,RUS,1500,Widespread
Russia,RUS,1750,Widespread
Russia,RUS,1850,Widespread
Rwanda,RWA,-8000,None
Rwanda,RWA,-6000,None
Rwanda,RWA,-4000,None
Rwanda,RWA,-2000,Minimal
Rwanda,RWA,-1000,Common
Rwanda,RWA,0,Common
Rwanda,RWA,1000,Common
Rwanda,RWA,1500,Common
Rwanda,RWA,1750,Common
Rwanda,RWA,1850,Common
Saint Kitts and Nevis,KNA,-8000,None
Saint Kitts and Nevis,KNA,-6000,None
Saint Kitts and Nevis,KNA,-4000,None
Saint Kitts and Nevis,KNA,-2000,None
Saint Kitts and Nevis,KNA,-1000,None
Saint Kitts and Nevis,KNA,0,None
Saint Kitts and Nevis,KNA,1000,None
Saint Kitts and Nevis,KNA,1500,None
Saint Kitts and Nevis,KNA,1750,Minimal
Saint Kitts and Nevis,KNA,1850,Common
Saint Lucia,LCA,-8000,None
Saint Lucia,LCA,-6000,None
Saint Lucia,LCA,-4000,None
Saint Lucia,LCA,-2000,None
Saint Lucia,LCA,-1000,None
Saint Lucia,LCA,0,None
Saint Lucia,LCA,1000,None
Saint Lucia,LCA,1500,None
Saint Lucia,LCA,1750,Minimal
Saint Lucia,LCA,1850,Common
Saint Vincent and the Grenadines,VCT,-8000,None
Saint Vincent and the Grenadines,VCT,-6000,None
Saint Vincent and the Grenadines,VCT,-4000,None
Saint Vincent and the Grenadines,VCT,-2000,None
Saint Vincent and the Grenadines,VCT,-1000,None
Saint Vincent and the Grenadines,VCT,0,None
Saint Vincent and the Grenadines,VCT,1000,None
Saint Vincent and the Grenadines,VCT,1500,None
Saint Vincent and the Grenadines,VCT,1750,Minimal
Saint Vincent and the Grenadines,VCT,1850,Common
Saudi Arabia,SAU,-8000,None
Saudi Arabia,SAU,-6000,Minimal
Saudi Arabia,SAU,-4000,Common
Saudi Arabia,SAU,-2000,Common
Saudi Arabia,SAU,-1000,Common
Saudi Arabia,SAU,0,Widespread
Saudi Arabia,SAU,1000,Widespread
Saudi Arabia,SAU,1500,Widespread
Saudi Arabia,SAU,1750,Widespread
Saudi Arabia,SAU,1850,Widespread
Senegal,SEN,-8000,None
Senegal,SEN,-6000,None
Senegal,SEN,-4000,None
Senegal,SEN,-2000,None
Senegal,SEN,-1000,None
Senegal,SEN,0,Widespread
Senegal,SEN,1000,Widespread
Senegal,SEN,1500,Widespread
Senegal,SEN,1750,Widespread
Senegal,SEN,1850,Widespread
Serbia,SRB,-8000,None
Serbia,SRB,-6000,Common
Serbia,SRB,-4000,Widespread
Serbia,SRB,-2000,Widespread
Serbia,SRB,-1000,Widespread
Serbia,SRB,0,Widespread
Serbia,SRB,1000,Widespread
Serbia,SRB,1500,Widespread
Serbia,SRB,1750,Widespread
Serbia,SRB,1850,Widespread
Sierra Leone,SLE,-8000,None
Sierra Leone,SLE,-6000,None
Sierra Leone,SLE,-4000,None
Sierra Leone,SLE,-2000,None
Sierra Leone,SLE,-1000,None
Sierra Leone,SLE,0,None
Sierra Leone,SLE,1000,None
Sierra Leone,SLE,1500,None
Sierra Leone,SLE,1750,None
Sierra Leone,SLE,1850,None
Slovakia,SVK,-8000,None
Slovakia,SVK,-6000,Common
Slovakia,SVK,-4000,Widespread
Slovakia,SVK,-2000,Widespread
Slovakia,SVK,-1000,Widespread
Slovakia,SVK,0,Widespread
Slovakia,SVK,1000,Common
Slovakia,SVK,1500,Widespread
Slovakia,SVK,1750,Widespread
Slovakia,SVK,1850,Widespread
Slovenia,SVN,-8000,None
Slovenia,SVN,-6000,Common
Slovenia,SVN,-4000,Widespread
Slovenia,SVN,-2000,Widespread
Slovenia,SVN,-1000,Widespread
Slovenia,SVN,0,Widespread
Slovenia,SVN,1000,Widespread
Slovenia,SVN,1500,Widespread
Slovenia,SVN,1750,Widespread
Slovenia,SVN,1850,Widespread
Somalia,SOM,-8000,None
Somalia,SOM,-6000,None
Somalia,SOM,-4000,None
Somalia,SOM,-2000,Minimal
Somalia,SOM,-1000,Common
Somalia,SOM,0,Widespread
Somalia,SOM,1000,Widespread
Somalia,SOM,1500,Widespread
Somalia,SOM,1750,Widespread
Somalia,SOM,1850,Widespread
South Africa,ZAF,-8000,None
South Africa,ZAF,-6000,None
South Africa,ZAF,-4000,None
South Africa,ZAF,-2000,None
South Africa,ZAF,-1000,None
South Africa,ZAF,0,Minimal
South Africa,ZAF,1000,Common
South Africa,ZAF,1500,Common
South Africa,ZAF,1750,Common
South Africa,ZAF,1850,Widespread
South Korea,KOR,-8000,None
South Korea,KOR,-6000,None
South Korea,KOR,-4000,None
South Korea,KOR,-2000,None
South Korea,KOR,-1000,None
South Korea,KOR,0,Minimal
South Korea,KOR,1000,Common
South Korea,KOR,1500,Common
South Korea,KOR,1750,Common
South Korea,KOR,1850,Common
South Sudan,SSD,-8000,None
South Sudan,SSD,-6000,None
South Sudan,SSD,-4000,Minimal
South Sudan,SSD,-2000,Common
South Sudan,SSD,-1000,Widespread
South Sudan,SSD,0,Widespread
South Sudan,SSD,1000,Widespread
South Sudan,SSD,1500,Widespread
South Sudan,SSD,1750,Widespread
South Sudan,SSD,1850,Widespread
Spain,ESP,-8000,None
Spain,ESP,-6000,None
Spain,ESP,-4000,Common
Spain,ESP,-2000,Widespread
Spain,ESP,-1000,Widespread
Spain,ESP,0,Widespread
Spain,ESP,1000,Widespread
Spain,ESP,1500,Widespread
Spain,ESP,1750,Widespread
Spain,ESP,1850,Widespread
Sri Lanka,LKA,-8000,None
Sri Lanka,LKA,-6000,None
Sri Lanka,LKA,-4000,None
Sri Lanka,LKA,-2000,None
Sri Lanka,LKA,-1000,Minimal
Sri Lanka,LKA,0,Common
Sri Lanka,LKA,1000,Common
Sri Lanka,LKA,1500,Common
Sri Lanka,LKA,1750,Common
Sri Lanka,LKA,1850,Common
Sudan,SDN,-8000,None
Sudan,SDN,-6000,Minimal
Sudan,SDN,-4000,Common
Sudan,SDN,-2000,Common
Sudan,SDN,-1000,Widespread
Sudan,SDN,0,Widespread
Sudan,SDN,1000,Widespread
Sudan,SDN,1500,Widespread
Sudan,SDN,1750,Widespread
Sudan,SDN,1850,Widespread
Suriname,SUR,-8000,None
Suriname,SUR,-6000,None
Suriname,SUR,-4000,None
Suriname,SUR,-2000,None
Suriname,SUR,-1000,None
Suriname,SUR,0,None
Suriname,SUR,1000,None
Suriname,SUR,1500,None
Suriname,SUR,1750,Minimal
Suriname,SUR,1850,Common
Sweden,SWE,-8000,None
Sweden,SWE,-6000,None
Sweden,SWE,-4000,Minimal
Sweden,SWE,-2000,Common
Sweden,SWE,-1000,Widespread
Sweden,SWE,0,Widespread
Sweden,SWE,1000,Widespread
Sweden,SWE,1500,Widespread
Sweden,SWE,1750,Widespread
Sweden,SWE,1850,Widespread
Switzerland,CHE,-8000,None
Switzerland,CHE,-6000,Minimal
Switzerland,CHE,-4000,Common
Switzerland,CHE,-2000,Widespread
Switzerland,CHE,-1000,Widespread
Switzerland,CHE,0,Widespread
Switzerland,CHE,1000,Widespread
Switzerland,CHE,1500,Widespread
Switzerland,CHE,1750,Widespread
Switzerland,CHE,1850,Widespread
Syria,SYR,-8000,Minimal
Syria,SYR,-6000,Common
Syria,SYR,-4000,Widespread
Syria,SYR,-2000,Widespread
Syria,SYR,-1000,Widespread
Syria,SYR,0,Widespread
Syria,SYR,1000,Widespread
Syria,SYR,1500,Widespread
Syria,SYR,1750,Widespread
Syria,SYR,1850,Widespread
Taiwan,TWN,-8000,None
Taiwan,TWN,-6000,None
Taiwan,TWN,-4000,None
Taiwan,TWN,-2000,None
Taiwan,TWN,-1000,None
Taiwan,TWN,0,None
Taiwan,TWN,1000,None
Taiwan,TWN,1500,Minimal
Taiwan,TWN,1750,Minimal
Taiwan,TWN,1850,Minimal
Tajikistan,TJK,-8000,None
Tajikistan,TJK,-6000,None
Tajikistan,TJK,-4000,Minimal
Tajikistan,TJK,-2000,Widespread
Tajikistan,TJK,-1000,Widespread
Tajikistan,TJK,0,Widespread
Tajikistan,TJK,1000,Widespread
Tajikistan,TJK,1500,Widespread
Tajikistan,TJK,1750,Widespread
Tajikistan,TJK,1850,Common
Tanzania,TZA,-8000,None
Tanzania,TZA,-6000,None
Tanzania,TZA,-4000,None
Tanzania,TZA,-2000,Minimal
Tanzania,TZA,-1000,Common
Tanzania,TZA,0,Common
Tanzania,TZA,1000,Common
Tanzania,TZA,1500,Widespread
Tanzania,TZA,1750,Widespread
Tanzania,TZA,1850,Widespread
Thailand,THA,-8000,None
Thailand,THA,-6000,None
Thailand,THA,-4000,None
Thailand,THA,-2000,None
Thailand,THA,-1000,None
Thailand,THA,0,None
Thailand,THA,1000,None
Thailand,THA,1500,None
Thailand,THA,1750,Minimal
Thailand,THA,1850,None
Togo,TGO,-8000,None
Togo,TGO,-6000,None
Togo,TGO,-4000,None
Togo,TGO,-2000,None
Togo,TGO,-1000,None
Togo,TGO,0,Minimal
Togo,TGO,1000,Common
Togo,TGO,1500,Common
Togo,TGO,1750,Common
Togo,TGO,1850,Common
Trinidad and Tobago,TTO,-8000,None
Trinidad and Tobago,TTO,-6000,None
Trinidad and Tobago,TTO,-4000,None
Trinidad and Tobago,TTO,-2000,None
Trinidad and Tobago,TTO,-1000,None
Trinidad and Tobago,TTO,0,None
Trinidad and Tobago,TTO,1000,None
Trinidad and Tobago,TTO,1500,None
Trinidad and Tobago,TTO,1750,Minimal
Trinidad and Tobago,TTO,1850,Common
Tunisia,TUN,-8000,None
Tunisia,TUN,-6000,Minimal
Tunisia,TUN,-4000,Common
Tunisia,TUN,-2000,Common
Tunisia,TUN,-1000,Widespread
Tunisia,TUN,0,Common
Tunisia,TUN,1000,Widespread
Tunisia,TUN,1500,Common
Tunisia,TUN,1750,Common
Tunisia,TUN,1850,Common
Turkey,TUR,-8000,Common
Turkey,TUR,-6000,Common
Turkey,TUR,-4000,Widespread
Turkey,TUR,-2000,Widespread
Turkey,TUR,-1000,Widespread
Turkey,TUR,0,Widespread
Turkey,TUR,1000,Widespread
Turkey,TUR,1500,Widespread
Turkey,TUR,1750,Widespread
Turkey,TUR,1850,Widespread
Turkmenistan,TKM,-8000,None
Turkmenistan,TKM,-6000,None
Turkmenistan,TKM,-4000,Minimal
Turkmenistan,TKM,-2000,Widespread
Turkmenistan,TKM,-1000,Widespread
Turkmenistan,TKM,0,Widespread
Turkmenistan,TKM,1000,Widespread
Turkmenistan,TKM,1500,Widespread
Turkmenistan,TKM,1750,Widespread
Turkmenistan,TKM,1850,Common
Uganda,UGA,-8000,None
Uganda,UGA,-6000,None
Uganda,UGA,-4000,None
Uganda,UGA,-2000,Minimal
Uganda,UGA,-1000,Common
Uganda,UGA,0,Common
Uganda,UGA,1000,Common
Uganda,UGA,1500,Common
Uganda,UGA,1750,Common
Uganda,UGA,1850,Common
Ukraine,UKR,-8000,None
Ukraine,UKR,-6000,Minimal
Ukraine,UKR,-4000,Widespread
Ukraine,UKR,-2000,Widespread
Ukraine,UKR,-1000,Widespread
Ukraine,UKR,0,Widespread
Ukraine,UKR,1000,Widespread
Ukraine,UKR,1500,Widespread
Ukraine,UKR,1750,Widespread
Ukraine,UKR,1850,Widespread
United Arab Emirates,ARE,-8000,None
United Arab Emirates,ARE,-6000,None
United Arab Emirates,ARE,-4000,Common
United Arab Emirates,ARE,-2000,Common
United Arab Emirates,ARE,-1000,Common
United Arab Emirates,ARE,0,Common
United Arab Emirates,ARE,1000,Common
United Arab Emirates,ARE,1500,Common
United Arab Emirates,ARE,1750,Common
United Arab Emirates,ARE,1850,Common
United Kingdom,GBR,-8000,None
United Kingdom,GBR,-6000,None
United Kingdom,GBR,-4000,Minimal
United Kingdom,GBR,-2000,Common
United Kingdom,GBR,-1000,Widespread
United Kingdom,GBR,0,Widespread
United Kingdom,GBR,1000,Widespread
United Kingdom,GBR,1500,Widespread
United Kingdom,GBR,1750,Widespread
United Kingdom,GBR,1850,Widespread
United States,USA,-8000,None
United States,USA,-6000,None
United States,USA,-4000,None
United States,USA,-2000,None
United States,USA,-1000,None
United States,USA,0,None
United States,USA,1000,None
United States,USA,1500,None
United States,USA,1750,Common
United States,USA,1850,Widespread
Uzbekistan,UZB,-8000,None
Uzbekistan,UZB,-6000,None
Uzbekistan,UZB,-4000,Minimal
Uzbekistan,UZB,-2000,Widespread
Uzbekistan,UZB,-1000,Widespread
Uzbekistan,UZB,0,Widespread
Uzbekistan,UZB,1000,Widespread
Uzbekistan,UZB,1500,Widespread
Uzbekistan,UZB,1750,Widespread
Uzbekistan,UZB,1850,Common
Vietnam,VNM,-8000,None
Vietnam,VNM,-6000,None
Vietnam,VNM,-4000,None
Vietnam,VNM,-2000,None
Vietnam,VNM,-1000,None
Vietnam,VNM,0,None
Vietnam,VNM,1000,None
Vietnam,VNM,1500,None
Vietnam,VNM,1750,None
Vietnam,VNM,1850,None
Yemen,YEM,-8000,None
Yemen,YEM,-6000,None
Yemen,YEM,-4000,Common
Yemen,YEM,-2000,Common
Yemen,YEM,-1000,Common
Yemen,YEM,0,Common
Yemen,YEM,1000,Common
Yemen,YEM,1500,Common
Yemen,YEM,1750,Common
Yemen,YEM,1850,Common
Zambia,ZMB,-8000,None
Zambia,ZMB,-6000,None
Zambia,ZMB,-4000,None
Zambia,ZMB,-2000,None
Zambia,ZMB,-1000,None
Zambia,ZMB,0,Minimal
Zambia,ZMB,1000,Common
Zambia,ZMB,1500,Common
Zambia,ZMB,1750,Common
Zambia,ZMB,1850,Common
Zimbabwe,ZWE,-8000,None
Zimbabwe,ZWE,-6000,None
Zimbabwe,ZWE,-4000,None
Zimbabwe,ZWE,-2000,None
Zimbabwe,ZWE,-1000,None
Zimbabwe,ZWE,0,Minimal
Zimbabwe,ZWE,1000,Common
Zimbabwe,ZWE,1500,Common
Zimbabwe,ZWE,1750,Common
Zimbabwe,ZWE,1850,Common